,product_cd,category_major_cd,category_major_name,category_medium_cd,category_medium_name,category_small_cd,category_small_name,unit_price,unit_cost
161,P050101001,05,和日配,0501,水物,050101,豆腐,40.0,30.0
162,P050101002,05,和日配,0501,水物,050101,豆腐,128.0,96.0
163,P050101003,05,和日配,0501,水物,050101,豆腐,138.0,104.0
164,P050101004,05,和日配,0501,水物,050101,豆腐,138.0,104.0
165,P050101005,05,和日配,0501,水物,050101,豆腐,145.0,109.0
166,P050101006,05,和日配,0501,水物,050101,豆腐,158.0,119.0
167,P050101007,05,和日配,0501,水物,050101,豆腐,168.0,126.0
168,P050101008,05,和日配,0501,水物,050101,豆腐,168.0,126.0
169,P050101009,05,和日配,0501,水物,050101,豆腐,208.0,156.0
170,P050102001,05,和日配,0501,水物,050102,油揚げ・がんも,60.0,45.0
171,P050102002,05,和日配,0501,水物,050102,油揚げ・がんも,138.0,104.0
172,P050102003,05,和日配,0501,水物,050102,油揚げ・がんも,185.0,139.0
173,P050102004,05,和日配,0501,水物,050102,油揚げ・がんも,188.0,141.0
174,P050102005,05,和日配,0501,水物,050102,油揚げ・がんも,198.0,149.0
175,P050102006,05,和日配,0501,水物,050102,油揚げ・がんも,215.0,161.0
176,P050103001,05,和日配,0501,水物,050103,コンニャク,78.0,59.0
177,P050103002,05,和日配,0501,水物,050103,コンニャク,80.0,60.0
178,P050103003,05,和日配,0501,水物,050103,コンニャク,88.0,66.0
179,P050103004,05,和日配,0501,水物,050103,コンニャク,110.0,83.0
180,P050103005,05,和日配,0501,水物,050103,コンニャク,128.0,96.0
181,P050103006,05,和日配,0501,水物,050103,コンニャク,128.0,96.0
182,P050103007,05,和日配,0501,水物,050103,コンニャク,128.0,96.0
183,P050103008,05,和日配,0501,水物,050103,コンニャク,128.0,96.0
184,P050103009,05,和日配,0501,水物,050103,コンニャク,128.0,96.0
185,P050103010,05,和日配,0501,水物,050103,コンニャク,130.0,98.0
186,P050103011,05,和日配,0501,水物,050103,コンニャク,135.0,101.0
187,P050103012,05,和日配,0501,水物,050103,コンニャク,148.0,111.0
188,P050103013,05,和日配,0501,水物,050103,コンニャク,148.0,111.0
189,P050103014,05,和日配,0501,水物,050103,コンニャク,158.0,119.0
190,P050103015,05,和日配,0501,水物,050103,コンニャク,158.0,119.0
191,P050103016,05,和日配,0501,水物,050103,コンニャク,165.0,124.0
192,P050103017,05,和日配,0501,水物,050103,コンニャク,215.0,161.0
193,P050103018,05,和日配,0501,水物,050103,コンニャク,235.0,176.0
194,P050103019,05,和日配,0501,水物,050103,コンニャク,245.0,184.0
195,P050103020,05,和日配,0501,水物,050103,コンニャク,268.0,201.0
196,P050103021,05,和日配,0501,水物,050103,コンニャク,,
197,P050104001,05,和日配,0501,水物,050104,その他水物,115.0,86.0
198,P050104002,05,和日配,0501,水物,050104,その他水物,115.0,86.0
199,P050104003,05,和日配,0501,水物,050104,その他水物,118.0,89.0
200,P050104004,05,和日配,0501,水物,050104,その他水物,138.0,104.0
201,P050104005,05,和日配,0501,水物,050104,その他水物,138.0,104.0
202,P050104006,05,和日配,0501,水物,050104,その他水物,188.0,141.0
203,P050104007,05,和日配,0501,水物,050104,その他水物,188.0,141.0
204,P050104008,05,和日配,0501,水物,050104,その他水物,188.0,141.0
205,P050104009,05,和日配,0501,水物,050104,その他水物,188.0,141.0
206,P050104010,05,和日配,0501,水物,050104,その他水物,210.0,158.0
207,P050104011,05,和日配,0501,水物,050104,その他水物,210.0,158.0
208,P050104012,05,和日配,0501,水物,050104,その他水物,740.0,555.0
209,P050201001,05,和日配,0502,漬物,050201,ぬか漬け,138.0,104.0
210,P050201002,05,和日配,0502,漬物,050201,ぬか漬け,188.0,141.0
211,P050201003,05,和日配,0502,漬物,050201,ぬか漬け,195.0,146.0
212,P050201004,05,和日配,0502,漬物,050201,ぬか漬け,195.0,146.0
213,P050201005,05,和日配,0502,漬物,050201,ぬか漬け,198.0,149.0
214,P050201006,05,和日配,0502,漬物,050201,ぬか漬け,218.0,164.0
215,P050201007,05,和日配,0502,漬物,050201,ぬか漬け,220.0,165.0
216,P050201008,05,和日配,0502,漬物,050201,ぬか漬け,228.0,171.0
217,P050201009,05,和日配,0502,漬物,050201,ぬか漬け,235.0,176.0
218,P050201010,05,和日配,0502,漬物,050201,ぬか漬け,238.0,179.0
219,P050201011,05,和日配,0502,漬物,050201,ぬか漬け,450.0,338.0
220,P050202001,05,和日配,0502,漬物,050202,塩漬け,120.0,90.0
221,P050202002,05,和日配,0502,漬物,050202,塩漬け,145.0,109.0
222,P050202003,05,和日配,0502,漬物,050202,塩漬け,155.0,116.0
223,P050202004,05,和日配,0502,漬物,050202,塩漬け,155.0,116.0
224,P050202005,05,和日配,0502,漬物,050202,塩漬け,160.0,120.0
225,P050202006,05,和日配,0502,漬物,050202,塩漬け,185.0,139.0
226,P050202007,05,和日配,0502,漬物,050202,塩漬け,188.0,141.0
227,P050202008,05,和日配,0502,漬物,050202,塩漬け,188.0,141.0
228,P050202009,05,和日配,0502,漬物,050202,塩漬け,198.0,149.0
229,P050202010,05,和日配,0502,漬物,050202,塩漬け,198.0,149.0
230,P050202011,05,和日配,0502,漬物,050202,塩漬け,198.0,149.0
231,P050202012,05,和日配,0502,漬物,050202,塩漬け,198.0,149.0
232,P050202013,05,和日配,0502,漬物,050202,塩漬け,198.0,149.0
233,P050202014,05,和日配,0502,漬物,050202,塩漬け,208.0,156.0
234,P050202015,05,和日配,0502,漬物,050202,塩漬け,208.0,156.0
235,P050202016,05,和日配,0502,漬物,050202,塩漬け,220.0,165.0
236,P050202017,05,和日配,0502,漬物,050202,塩漬け,220.0,165.0
237,P050202018,05,和日配,0502,漬物,050202,塩漬け,228.0,171.0
238,P050202019,05,和日配,0502,漬物,050202,塩漬け,235.0,176.0
239,P050202020,05,和日配,0502,漬物,050202,塩漬け,235.0,176.0
240,P050202021,05,和日配,0502,漬物,050202,塩漬け,235.0,176.0
241,P050202022,05,和日配,0502,漬物,050202,塩漬け,235.0,176.0
242,P050202023,05,和日配,0502,漬物,050202,塩漬け,235.0,176.0
243,P050202024,05,和日配,0502,漬物,050202,塩漬け,268.0,201.0
244,P050202025,05,和日配,0502,漬物,050202,塩漬け,298.0,224.0
245,P050202026,05,和日配,0502,漬物,050202,塩漬け,298.0,224.0
246,P050202027,05,和日配,0502,漬物,050202,塩漬け,308.0,231.0
247,P050202028,05,和日配,0502,漬物,050202,塩漬け,325.0,244.0
248,P050202029,05,和日配,0502,漬物,050202,塩漬け,338.0,254.0
249,P050202030,05,和日配,0502,漬物,050202,塩漬け,378.0,284.0
250,P050202031,05,和日配,0502,漬物,050202,塩漬け,438.0,329.0
251,P050202032,05,和日配,0502,漬物,050202,塩漬け,530.0,398.0
252,P050202033,05,和日配,0502,漬物,050202,塩漬け,618.0,464.0
253,P050202034,05,和日配,0502,漬物,050202,塩漬け,688.0,516.0
254,P050202035,05,和日配,0502,漬物,050202,塩漬け,688.0,516.0
255,P050202036,05,和日配,0502,漬物,050202,塩漬け,960.0,720.0
256,P050202037,05,和日配,0502,漬物,050202,塩漬け,980.0,735.0
257,P050203001,05,和日配,0502,漬物,050203,醤油漬け,145.0,109.0
258,P050203002,05,和日配,0502,漬物,050203,醤油漬け,150.0,113.0
259,P050203003,05,和日配,0502,漬物,050203,醤油漬け,155.0,116.0
260,P050203004,05,和日配,0502,漬物,050203,醤油漬け,155.0,116.0
261,P050203005,05,和日配,0502,漬物,050203,醤油漬け,178.0,134.0
262,P050203006,05,和日配,0502,漬物,050203,醤油漬け,178.0,134.0
263,P050203007,05,和日配,0502,漬物,050203,醤油漬け,178.0,134.0
264,P050203008,05,和日配,0502,漬物,050203,醤油漬け,188.0,141.0
265,P050203009,05,和日配,0502,漬物,050203,醤油漬け,198.0,149.0
266,P050203010,05,和日配,0502,漬物,050203,醤油漬け,208.0,156.0
267,P050203011,05,和日配,0502,漬物,050203,醤油漬け,208.0,156.0
268,P050203012,05,和日配,0502,漬物,050203,醤油漬け,220.0,165.0
269,P050203013,05,和日配,0502,漬物,050203,醤油漬け,220.0,165.0
270,P050203014,05,和日配,0502,漬物,050203,醤油漬け,228.0,171.0
271,P050203015,05,和日配,0502,漬物,050203,醤油漬け,248.0,186.0
272,P050203016,05,和日配,0502,漬物,050203,醤油漬け,260.0,195.0
273,P050203017,05,和日配,0502,漬物,050203,醤油漬け,260.0,195.0
274,P050203018,05,和日配,0502,漬物,050203,醤油漬け,265.0,199.0
275,P050203019,05,和日配,0502,漬物,050203,醤油漬け,288.0,216.0
276,P050203020,05,和日配,0502,漬物,050203,醤油漬け,298.0,224.0
277,P050203021,05,和日配,0502,漬物,050203,醤油漬け,298.0,224.0
278,P050203022,05,和日配,0502,漬物,050203,醤油漬け,298.0,224.0
279,P050203023,05,和日配,0502,漬物,050203,醤油漬け,298.0,224.0
280,P050203024,05,和日配,0502,漬物,050203,醤油漬け,298.0,224.0
281,P050203025,05,和日配,0502,漬物,050203,醤油漬け,298.0,224.0
282,P050203026,05,和日配,0502,漬物,050203,醤油漬け,308.0,231.0
283,P050203027,05,和日配,0502,漬物,050203,醤油漬け,325.0,244.0
284,P050203028,05,和日配,0502,漬物,050203,醤油漬け,338.0,254.0
285,P050204001,05,和日配,0502,漬物,050204,粕漬け,150.0,113.0
286,P050204002,05,和日配,0502,漬物,050204,粕漬け,155.0,116.0
287,P050204003,05,和日配,0502,漬物,050204,粕漬け,180.0,135.0
288,P050204004,05,和日配,0502,漬物,050204,粕漬け,218.0,164.0
289,P050204005,05,和日配,0502,漬物,050204,粕漬け,218.0,164.0
290,P050204006,05,和日配,0502,漬物,050204,粕漬け,268.0,201.0
291,P050204007,05,和日配,0502,漬物,050204,粕漬け,268.0,201.0
292,P050204008,05,和日配,0502,漬物,050204,粕漬け,295.0,221.0
293,P050205001,05,和日配,0502,漬物,050205,酢漬け,148.0,111.0
294,P050205002,05,和日配,0502,漬物,050205,酢漬け,198.0,149.0
295,P050205003,05,和日配,0502,漬物,050205,酢漬け,230.0,173.0
296,P050205004,05,和日配,0502,漬物,050205,酢漬け,258.0,194.0
297,P050205005,05,和日配,0502,漬物,050205,酢漬け,258.0,194.0
298,P050205006,05,和日配,0502,漬物,050205,酢漬け,298.0,224.0
299,P050205007,05,和日配,0502,漬物,050205,酢漬け,310.0,233.0
300,P050205008,05,和日配,0502,漬物,050205,酢漬け,398.0,299.0
301,P050205009,05,和日配,0502,漬物,050205,酢漬け,548.0,411.0
302,P050206001,05,和日配,0502,漬物,050206,味噌漬け,198.0,149.0
303,P050207001,05,和日配,0502,漬物,050207,その他漬物,130.0,98.0
304,P050207002,05,和日配,0502,漬物,050207,その他漬物,155.0,116.0
305,P050207003,05,和日配,0502,漬物,050207,その他漬物,155.0,116.0
306,P050207004,05,和日配,0502,漬物,050207,その他漬物,198.0,149.0
307,P050207005,05,和日配,0502,漬物,050207,その他漬物,208.0,156.0
308,P050207006,05,和日配,0502,漬物,050207,その他漬物,208.0,156.0
309,P050207007,05,和日配,0502,漬物,050207,その他漬物,208.0,156.0
310,P050207008,05,和日配,0502,漬物,050207,その他漬物,208.0,156.0
311,P050207009,05,和日配,0502,漬物,050207,その他漬物,270.0,203.0
312,P050207010,05,和日配,0502,漬物,050207,その他漬物,270.0,203.0
313,P050207011,05,和日配,0502,漬物,050207,その他漬物,285.0,214.0
314,P050207012,05,和日配,0502,漬物,050207,その他漬物,288.0,216.0
315,P050207013,05,和日配,0502,漬物,050207,その他漬物,288.0,216.0
316,P050207014,05,和日配,0502,漬物,050207,その他漬物,348.0,261.0
317,P050207015,05,和日配,0502,漬物,050207,その他漬物,355.0,266.0
318,P050207016,05,和日配,0502,漬物,050207,その他漬物,368.0,276.0
319,P050207017,05,和日配,0502,漬物,050207,その他漬物,378.0,284.0
320,P050207018,05,和日配,0502,漬物,050207,その他漬物,378.0,284.0
321,P050207019,05,和日配,0502,漬物,050207,その他漬物,388.0,291.0
322,P050207020,05,和日配,0502,漬物,050207,その他漬物,388.0,291.0
323,P050207021,05,和日配,0502,漬物,050207,その他漬物,388.0,291.0
324,P050207022,05,和日配,0502,漬物,050207,その他漬物,398.0,299.0
325,P050207023,05,和日配,0502,漬物,050207,その他漬物,480.0,360.0
326,P050207024,05,和日配,0502,漬物,050207,その他漬物,498.0,374.0
327,P050207025,05,和日配,0502,漬物,050207,その他漬物,498.0,374.0
328,P050207026,05,和日配,0502,漬物,050207,その他漬物,538.0,404.0
329,P050301001,05,和日配,0503,生麺,050301,生うどん,25.0,19.0
330,P050301002,05,和日配,0503,生麺,050301,生うどん,65.0,49.0
331,P050301003,05,和日配,0503,生麺,050301,生うどん,65.0,49.0
332,P050301004,05,和日配,0503,生麺,050301,生うどん,65.0,49.0
333,P050301005,05,和日配,0503,生麺,050301,生うどん,70.0,53.0
334,P050301006,05,和日配,0503,生麺,050301,生うどん,75.0,56.0
335,P050301007,05,和日配,0503,生麺,050301,生うどん,75.0,56.0
336,P050301008,05,和日配,0503,生麺,050301,生うどん,78.0,59.0
337,P050301009,05,和日配,0503,生麺,050301,生うどん,98.0,74.0
338,P050301010,05,和日配,0503,生麺,050301,生うどん,108.0,81.0
339,P050301011,05,和日配,0503,生麺,050301,生うどん,120.0,90.0
340,P050301012,05,和日配,0503,生麺,050301,生うどん,128.0,96.0
341,P050301013,05,和日配,0503,生麺,050301,生うどん,128.0,96.0
342,P050301014,05,和日配,0503,生麺,050301,生うどん,138.0,104.0
343,P050301015,05,和日配,0503,生麺,050301,生うどん,138.0,104.0
344,P050301016,05,和日配,0503,生麺,050301,生うどん,138.0,104.0
345,P050301017,05,和日配,0503,生麺,050301,生うどん,138.0,104.0
346,P050301018,05,和日配,0503,生麺,050301,生うどん,138.0,104.0
347,P050301019,05,和日配,0503,生麺,050301,生うどん,148.0,111.0
348,P050301020,05,和日配,0503,生麺,050301,生うどん,158.0,119.0
349,P050301021,05,和日配,0503,生麺,050301,生うどん,188.0,141.0
350,P050301022,05,和日配,0503,生麺,050301,生うどん,188.0,141.0
351,P050301023,05,和日配,0503,生麺,050301,生うどん,188.0,141.0
352,P050301024,05,和日配,0503,生麺,050301,生うどん,188.0,141.0
353,P050301025,05,和日配,0503,生麺,050301,生うどん,188.0,141.0
354,P050301026,05,和日配,0503,生麺,050301,生うどん,198.0,149.0
355,P050301027,05,和日配,0503,生麺,050301,生うどん,198.0,149.0
356,P050301028,05,和日配,0503,生麺,050301,生うどん,198.0,149.0
357,P050301029,05,和日配,0503,生麺,050301,生うどん,198.0,149.0
